day,week,month,year,Station,day_length,heavy_rain_14_days_ago,light_rain_14_days_ago,heavy_rain_last_14_days,light_rain_last_14_days,heavy_rain_last_14_days_count,light_rain_last_14_days_count,Tavg_rolling_14,DewPoint_rolling_14,WetBulb_rolling_14,Heat_rolling_14,Cool_rolling_14,PrecipTotal_rolling_14,StnPressure_rolling_14,SeaLevel_rolling_14,ResultSpeed_rolling_14,ResultDir_rolling_14,AvgSpeed_rolling_14,day_length_rolling_14,spray_cluster,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,dist_from_ohare,dist_from_doty
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,0,1,0,7.754490387343,35.43090657696992
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,0,0,1,7.754490387343,35.43090657696992
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,0,0,1,10.30492017674631,38.39052241249565
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,0,1,0,5.454421234120897,38.27001838008645
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,0,0,1,5.454421234120897,38.27001838008645
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,3,0,0,1,19.4998392533943,28.116658051577897
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,0,0,1,21.672089079678145,24.603616264965982
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,0,1,0,22.963274890708465,21.98373847936028
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,0,0,1,22.963274890708465,21.98373847936028
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,3,0,0,1,21.375831309917245,25.178709743134693
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,3,0,1,0,17.40359783597436,28.42024490793776
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,3,0,1,0,22.222232446156212,27.736663371368348
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,3,0,0,1,22.222232446156212,27.736663371368348
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,2,0,1,0,36.43337378500917,6.609535479131093
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,2,0,0,1,36.43337378500917,6.609535479131093
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,0,0,1,23.623310541625997,21.371070982927176
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,2,0,0,1,33.805802885129914,7.621418034465197
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,2,0,0,1,32.252521676188664,9.165713492251616
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,2,1,0,0,32.252521676188664,9.165713492251616
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,0,1,0,24.93589994796973,24.20127969535785
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,0,0,1,24.93589994796973,24.20127969535785
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,0,1,0,8.329679793390167,39.66276987211997
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,6,0,1,0,17.464595512654434,38.901826869092446
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,0,0,1,13.083922652145894,29.25759092305911
149,22,5,2007,1,1496,True,False,1,1,2.0,2.0,64.14285714285714,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,2,0,0,1,33.48339097794185,7.8071809195384985
156,23,6,2007,1,1506,False,False,1,1,2.0,2.0,68.78571428571429,54.642857142857146,60.5,1.3571428571428572,5.142857142857143,0.15285714285714283,29.241428571428568,29.96214285714287,7.2857142857142865,18.142857142857142,8.907142857142857,1496.9285714285713,1,0,1,0,7.754490387343,35.43090657696992
156,23,6,2007,1,1506,False,False,1,1,2.0,2.0,68.78571428571429,54.642857142857146,60.5,1.3571428571428572,5.142857142857143,0.15285714285714283,29.241428571428568,29.96214285714287,7.2857142857142865,18.142857142857142,8.907142857142857,1496.9285714285713,1,0,0,1,7.754490387343,35.43090657696992
156,23,6,2007,1,1506,False,False,1,1,2.0,2.0,68.78571428571429,54.642857142857146,60.5,1.3571428571428572,5.142857142857143,0.15285714285714283,29.241428571428568,29.96214285714287,7.2857142857142865,18.142857142857142,8.907142857142857,1496.9285714285713,1,1,0,0,7.754490387343,35.43090657696992
156,23,6,2007,1,1506,False,False,1,1,2.0,2.0,68.78571428571429,54.642857142857146,60.5,1.3571428571428572,5.142857142857143,0.15285714285714283,29.241428571428568,29.96214285714287,7.2857142857142865,18.142857142857142,8.907142857142857,1496.9285714285713,1,0,1,0,5.454421234120897,38.27001838008645
156,23,6,2007,1,1506,False,False,1,1,2.0,2.0,68.78571428571429,54.642857142857146,60.5,1.3571428571428572,5.142857142857143,0.15285714285714283,29.241428571428568,29.96214285714287,7.2857142857142865,18.142857142857142,8.907142857142857,1496.9285714285713,1,0,0,1,5.454421234120897,38.27001838008645
156,23,6,2007,1,1506,False,False,1,1,2.0,2.0,68.78571428571429,54.642857142857146,60.5,1.3571428571428572,5.142857142857143,0.15285714285714283,29.241428571428568,29.96214285714287,7.2857142857142865,18.142857142857142,8.907142857142857,1496.9285714285713,3,0,1,0,19.4998392533943,28.116658051577897
156,23,6,2007,1,1506,False,False,1,1,2.0,2.0,68.78571428571429,54.642857142857146,60.5,1.3571428571428572,5.142857142857143,0.15285714285714283,29.241428571428568,29.96214285714287,7.2857142857142865,18.142857142857142,8.907142857142857,1496.9285714285713,3,0,0,1,19.4998392533943,28.116658051577897
156,23,6,2007,1,1506,False,False,1,1,2.0,2.0,68.78571428571429,54.642857142857146,60.5,1.3571428571428572,5.142857142857143,0.15285714285714283,29.241428571428568,29.96214285714287,7.2857142857142865,18.142857142857142,8.907142857142857,1496.9285714285713,3,1,0,0,19.4998392533943,28.116658051577897
