latitude,longitude,wnvpresent,day,week,month,year,day_length,heavy_rain_last_14_days_count,light_rain_last_14_days_count,tmax_rolling_14,tmin_rolling_14,tavg_rolling_14,depart_rolling_14,dewpoint_rolling_14,wetbulb_rolling_14,heat_rolling_14,cool_rolling_14,preciptotal_rolling_14,stnpressure_rolling_14,sealevel_rolling_14,resultspeed_rolling_14,resultdir_rolling_14,avgspeed_rolling_14,day_length_rolling_14,spray_cluster,dist_from_ohare,dist_from_doty,species_culex_pipiens,species_culex_pipiens/restuans,species_culex_restuans
41.95469,-87.800991,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,7.754490387343,35.43090657696992,0,1,0
41.95469,-87.800991,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,7.754490387343,35.43090657696992,0,0,1
41.994991,-87.769279,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,10.30492017674631,38.39052241249565,0,0,1
41.974089,-87.824812,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,5.454421234120897,38.27001838008645,0,1,0
41.974089,-87.824812,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,1,5.454421234120897,38.27001838008645,0,0,1
41.9216,-87.666455,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,3,19.4998392533943,28.116658051577897,0,0,1
41.891118,-87.65449100000001,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,21.672089079678145,24.603616264965982,0,0,1
41.867108,-87.654224,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,22.963274890708465,21.98373847936028,0,1,0
41.867108,-87.654224,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,4,22.963274890708465,21.98373847936028,0,0,1
41.896282,-87.655232,0,149,22,5,2007,1496,2.0,2.0,76.35714285714286,51.57142857142857,64.14285714285714,2.9285714285714284,45.285714285714285,54.142857142857146,3.7142857142857144,2.857142857142857,0.09214285714285715,29.40214285714285,30.12428571428572,8.214285714285715,16.928571428571427,9.85,1486.0714285714287,3,21.375831309917245,25.178709743134693,0,0,1
